app_id,country,review_id,author,title,text,rating,version,date,source,language
1459969523,us,13184167508,shon H,Miss Tyfany,She did an amazing reading and helped me understand a lot more about my situation.,5,6.01.0,2025-09-25 11:46:06,rss,
1459969523,us,13184483040,Leo Star 100,Danielle,It’s helpful and reduces stress when you have nowhere else to go for answers!,5,6.01.0,2025-09-25 13:27:48,rss,
1459969523,us,13184984901,Nuntipoo,Keeps charging me,"I discontinued my account before the end of the trial period, but I keep getting charged every month! Every month I have to dispute the charge!",1,6.01.0,2025-09-25 16:31:15,rss,
1459969523,us,13185568341,Jermy69,Impressive,I love the palm reading and everything about astrology,5,6.01.0,2025-09-25 20:11:36,rss,
1459969523,us,13188191698,Cisse11,H,I'm not gonna lie I thought this was a money grab but I must say I was wrong,5,6.01.0,2025-09-26 10:18:59,rss,
1459969523,us,13189218415,AngieKay73,Horoscope,My horoscope for today was spot on. I definitely need to do some self-reflecting,4,6.01.0,2025-09-26 15:59:55,rss,
1459969523,us,13190753267,Celtics 995,Powerful,This app is amazing!,5,6.01.0,2025-09-27 01:39:44,rss,
1459969523,us,13192673918,EbonyF,$45 Charges,"Only used this app once (free horoscope) and I didn’t subscribe to anything. Then today, I get a notification of an attempt of a $45 charge through my Apple Pay which was declined from ‘Adnappnebula.’ No subscription from Nebula noted in my settings/subscription. So be careful as this app is trying to charge without permission from the user!!!",1,6.01.0,2025-09-27 10:38:13,rss,
1459969523,us,13193533391,Katherine McCladdie,Very informative,I like this app. It is confirming some things for me that I needed clarity on. I look forward to continuing to find things about about my self and growing everyday!!,5,6.01.0,2025-09-27 15:18:47,rss,
1459969523,us,13194406050,Jaymoney1724,Reading,The best thing reading I got so fat,5,6.01.0,2025-09-27 20:53:50,rss,
1459969523,us,13195197428,Goooodjcndnjdjf,Love it,A little hard to navigate but when you get a good read it really sends you 🥰🫠,5,6.01.0,2025-09-28 02:04:19,rss,
1459969523,us,13195275474,Jayar Patronotczleion,Growth,"Absolutely love how Nebula breaks down complex personal dynamics. The guidance is practical, meaningful, and has truly helped me grow.",5,6.01.0,2025-09-28 02:31:49,rss,
1459969523,us,13196167069,bashbashnash,Worst,You buy 120 credit after you send two text it’s done. You can’t have a conversation with someone and don’t buy credit every 2 sec not worth it.,2,6.01.0,2025-09-28 06:53:40,rss,
1459969523,us,13197122797,hety43,Ok,It was fine.,4,6.01.0,2025-09-28 10:50:49,rss,
1459969523,us,13197656998,lorelei2327,The physics,"They are absolutely amazing. It is a little costly but if you have the money, it is definitely worth it. They get you some pretty accurate answers and can even get you some time frames and stuff which is amazing if you’re an anxious person like me I personally recommend Laura I absolutely adore her and it’s just so helpful to have that reassurance when you don’t know what’s going on",5,6.01.0,2025-09-28 13:30:56,rss,
1459969523,us,13197934809,LilxRose (Hail(s)),Hailey McKenna Wilbur’s Honest Review of the app; ‘Nebula: Horoscope & Astrology’.,"This app is honestly extremely amazing the more that I delve deeper into it, the cooler it gets the integrity of this app the layout, the build the specifics the information. It’s all mind-boggling with awesomeness so this was just an app that it popped up when I was going through my phone as an ad telling me to scan my palm I believe I was on the app Temu and then they said that they give me the option you know to pay for the yearly subscription the monthly subscription, but they basically gave me a range of one dollar to $13 that I could pay to get access to what my information was regarding the answers to my questions as well as the information input about my personal self along with the picture of my palm the only I chose a dollar they truly actually only charge me a dollar and only one time and the amount of information and pieces of this app that I got access to because of that one dollar was seriously awesome. I’ve tried a few other apps like this before and this is honestly the first one that actually. Me the one dollar like they said that they were on top of that every time I go back into this app and check it out it truly just keeps getting better and better. It’s they’re well written. It’s nothing like you’ve ever seen before you know the information that I’ve been getting out of this app. It’s unique completely original and I literally love that so much less I was just out and I literally got this opportunity asked me if I wanted to fill out a review and make $10 so yeah this is 100% legit. I definitely would let you know what’s up. I’m a content creator and check out this app y’all it’s worth it.",5,6.01.0,2025-09-28 15:10:54,rss,
1459969523,us,13198153151,Nikkiii265,Love,"Has helped me feel so much more confident about my love situation right now, thank you Nebula!",5,6.01.0,2025-09-28 16:36:08,rss,
1459969523,us,13198540853,Jan Doerzinuh_ctqj,Love,Monthly horoscope predicted my unexpected romantic encounter! Crazy accurate.,5,6.01.0,2025-09-28 19:06:35,rss,
1459969523,us,13201792286,riahnessa,WORST APP EVER - THEY STEAL YOUR INFO,this ugly company took my card info without me submitting it and are charging me all these fees ! To make it worse it doesn’t give you an option to stop that. Terrible app,1,6.02.0,2025-09-29 13:04:06,rss,
1459969523,us,13202218109,LostPun,Amazing,I absolutely love this app it’s everything you need in one place to find clarity in life and I highly recommend it,5,6.02.0,2025-09-29 15:36:21,rss,
1459969523,us,13202948263,Li3ex33,Nebula,"Good app if you would like to know more about your future, astrology or even your love life!",5,6.02.0,2025-09-29 20:14:22,rss,
1459969523,us,13203044422,Kdawave_,Nebula,I feel good using the app the horoscope for sag is always right i like talking to getting a reading but I don’t like that it takes long to get a response before you know it you got to add more money,4,6.01.0,2025-09-29 20:53:50,rss,
1459969523,us,13203531615,Ooijhu,Very accurate,"Very accurate, without any prior information",5,6.02.0,2025-09-30 00:17:55,rss,
1459969523,us,13203931638,TatumShellir,Accurate,Very cool,5,6.02.0,2025-09-30 02:52:00,rss,
1459969523,us,13205367241,HVazquez1985,Pretty interesting stuff,I really enjoyed the Palm reading I didn’t know I could learn so many things about myself just from looking at my hands and the lines in them as well as my fingers telling a story,5,6.02.0,2025-09-30 09:19:58,rss,
1459969523,us,13206071815,kristinacora,DO NOT DOWNLOAD,this app is a SCAM. they try to take 45$ from you after you’ve had the app for a couple of days. i had to get a new card because of this app. PLEASE don’t download this app.,1,6.02.0,2025-09-30 12:39:31,rss,
1459969523,us,13208304915,GloriaLianea,Deep insights,The insights I've gained from this app have been profound and life-changing.,5,6.02.0,2025-10-01 02:02:23,rss,
1459969523,us,13211898955,ayroterr,Great site,I love astrology and this site is very interesting to me ! it keeps my attention and for me that’s unusual !! Personally I’m glad I gave it a try it was worth downloading,5,6.02.0,2025-10-01 20:15:36,rss,
1459969523,us,13212495669,RatJuiceSendHelp,Scam & Lies,Believe what the other reviews are saying even though the developers response is always “we never charge without consent”. That is a lie. Their “directions” on how to cancel a subscription that you will get charged for even though you didn’t sign up for one is purposefully vague and misleading. Reported to Apple. You should also report to Apple or Google store so that there is awareness of this example of fraud. And PS developer who responds to negative reviews. You will waste even more of my time telling me to reach out to an already shaded and misleading support team. Thanks but no thanks. User beware. Developers beware. Karma is swift.,1,6.02.0,2025-10-02 00:05:28,rss,
1459969523,us,13212554391,Chase3322,Expensive,"Some psychics seem to let time run out to get more credits, others are very good in terms of prompt response and insight",3,6.02.0,2025-10-02 00:27:34,rss,
1459969523,us,13213352105,danniZ,Enriching,I had a palm reading done and it was very insightful and most definitely had many facts that were true to my life.,5,6.02.0,2025-10-02 04:58:15,rss,
1459969523,us,13215149664,Popa772,Popa,I liked the reading but some of the answers were vague and could’ve applied to anyone. They were spot on with a lot of things and had me shocked with some of the things it said. I give it four stars cause it shared good insight,4,6.02.0,2025-10-02 13:05:12,rss,
1459969523,us,13216101589,Tripple A 19,Insightful,My reading was clear and insightful. My questions were answered clearly and to the point.,5,6.02.0,2025-10-02 18:47:49,rss,
1459969523,us,13219554457,Savoy 2001,Very helpful,It’s been very helpful in what has been going on in my life.,4,6.02.0,2025-10-03 13:03:29,rss,
1459969523,us,13220807528,Shauneshaunegirl25,Love this appp,It’s amazing very accurate so far,5,6.02.0,2025-10-03 20:50:11,rss,
1459969523,us,13227421569,Bubba Nae,Great psychics,"Great psychics, you have to find the best fit for yourself though.",5,6.02.0,2025-10-05 08:19:54,rss,
